mssubclass,mszoning,lotfrontage,lotarea,street,alley,lotshape,landcontour,lotconfig,landslope,condition1,condition2,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,roofmatl,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heating,heatingqc,centralair,electrical,lowqualfinsf,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,fireplacequ,garagetype,garageyrblt,garagefinish,garagecars,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,3ssnporch,screenporch,poolarea,poolqc,fence,miscfeature,miscval,mosold,yrsold,saletype,salecondition,price_per_sqft
20,RL,78.0,10140,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1064,1064,GasA,TA,Y,SBrkr,0,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1974.0,RFn,2,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,8,2009,WD,Normal,122.22222222222223
70,RM,60.0,10800,Pave,Grvl,Reg,Bnk,Inside,Gtl,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,718,718,GasA,Ex,Y,SBrkr,0,0,0,1,1,3,1,TA,8,Typ,0,None,Detchd,1996.0,Unf,2,TA,TA,P,0,48,143,0,0,0,None,None,None,0,7,2007,WD,Normal,62.45105716523101
20,RL,80.0,10000,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,1084,Unf,0,92,1176,GasA,Gd,Y,SBrkr,0,0,1,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1973.0,Unf,2,TA,TA,Y,224,0,0,0,0,0,None,MnPrv,None,0,11,2008,WD,Normal,133.276740237691
60,RL,96.0,10542,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1173,Unf,0,138,1311,GasA,Ex,Y,SBrkr,0,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,TA,TA,Y,250,154,216,0,0,0,None,None,None,0,8,2008,WD,Normal,141.02564102564102
20,RL,69.0,9920,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,523,Unf,0,448,971,GasA,TA,Y,SBrkr,0,0,0,1,1,3,1,TA,5,Typ,1,Po,Attchd,1969.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,132.33779608650875
120,RL,61.5,6563,Pave,None,IR1,Low,CulDSac,Mod,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148,Unf,0,594,1742,GasA,TA,Y,SBrkr,0,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1985.0,RFn,2,TA,TA,Y,114,28,234,0,0,0,None,None,None,0,12,2006,WD,Normal,157.86452353616534
120,RM,70.0,4426,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,0,1,0,1,0,1,1,Gd,3,Typ,0,None,Attchd,2004.0,RFn,2,TA,TA,Y,160,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,168.6320754716981
20,RL,70.0,8120,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,191,Unf,0,673,864,GasA,Ex,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1994.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,144.09722222222223
50,RL,60.0,8172,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,941,941,GasA,Ex,Y,SBrkr,0,0,0,2,0,4,1,TA,7,Typ,0,None,Detchd,1958.0,Unf,1,TA,TA,Y,0,0,0,0,156,0,None,None,None,0,5,2008,WD,Normal,91.83673469387755
20,RL,86.0,13286,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,1698,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,TA,TA,Y,327,64,0,0,0,0,None,None,None,0,2,2009,WD,Normal,188.4570082449941
20,RL,60.0,6960,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,239,250,864,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,Gd,5,Typ,0,None,Detchd,1989.0,Unf,2,TA,TA,Y,96,0,0,0,0,0,None,None,Shed,500,11,2009,WD,Normal,139.46759259259258
20,RL,74.0,21695,Pave,None,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,0,72,880,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,TA,TA,Y,292,44,0,182,0,0,None,None,None,0,12,2009,WD,Normal,132.14285714285714
20,RL,64.0,7314,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,508,1232,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2007.0,RFn,2,TA,TA,Y,132,0,0,0,0,0,None,None,None,0,2,2009,WD,Normal,157.87337662337663
90,RL,85.0,11475,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1584,1584,GasA,TA,Y,SBrkr,0,1,0,2,0,4,2,TA,9,Typ,0,None,Detchd,1968.0,Unf,3,TA,TA,Y,0,25,0,0,0,0,None,None,None,0,7,2009,COD,Abnorml,61.93693693693694
30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,0,628,780,GasA,TA,Y,FuseA,360,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1962.0,Unf,2,TA,TA,Y,0,23,112,0,0,0,None,None,None,0,1,2009,WD,Normal,85.26490066225166
120,RL,39.0,5389,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,0,415,1595,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1995.0,RFn,2,TA,TA,Y,237,152,0,0,0,0,None,None,None,0,3,2010,WD,Normal,146.3490099009901
80,RL,73.0,9590,Pave,None,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,0,82,868,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2003.0,Fin,2,TA,TA,Y,160,22,0,0,0,0,None,None,None,0,5,2007,WD,Normal,163.61256544502618
60,RL,75.0,11404,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,1153,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,2,TA,TA,Y,192,84,0,0,0,0,None,None,None,0,7,2008,WD,Normal,109.55194485475135
20,RL,80.0,10000,Pave,None,Reg,Lvl,Corner,Gtl,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,0,270,864,GasA,Ex,Y,SBrkr,0,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,1,TA,TA,Y,165,0,0,0,0,0,None,GdWo,Shed,400,3,2009,WD,Normal,114.86013986013987
20,RL,71.0,8978,Pave,None,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,948,948,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1968.0,Unf,1,TA,TA,Y,147,0,0,0,0,0,None,None,None,0,5,2007,WD,Family,113.92405063291139
75,RM,60.0,10800,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,880,GasW,Fa,N,SBrkr,0,0,0,1,1,2,1,TA,6,Typ,2,TA,Detchd,1914.0,Unf,2,TA,TA,N,0,341,0,0,0,0,None,None,None,0,10,2006,WD,Normal,92.1945701357466
90,RL,60.0,8544,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,N,FuseF,0,0,0,2,0,2,2,TA,6,Typ,0,None,Detchd,1949.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,89.90384615384616
60,RL,72.0,10463,Pave,None,IR1,HLS,CulDSac,Gtl,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,893,893,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3,TA,TA,Y,0,116,0,0,0,0,None,None,None,0,6,2006,WD,Normal,133.20377568017767
90,RL,60.0,10800,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200,GasA,TA,Y,SBrkr,0,3,0,3,0,3,1,TA,5,Typ,0,None,None,0.0,None,0,None,None,Y,120,0,0,0,0,0,None,None,None,0,3,2009,WD,Alloca,149.16666666666666
60,RL,65.0,9313,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,864,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2,TA,TA,Y,187,56,0,0,0,0,None,None,None,0,4,2009,WD,Normal,109.95370370370371
70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,264,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,TA,7,Typ,0,None,Detchd,1910.0,Unf,2,TA,Gd,Y,270,0,112,0,0,0,None,GdPrv,None,0,5,2007,WD,Abnorml,92.17877094972067
20,RL,65.0,6768,Pave,None,IR1,Lvl,Inside,Gtl,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,912,GasA,Gd,Y,SBrkr,0,1,1,1,0,3,1,Gd,5,Typ,0,None,Detchd,1962.0,Unf,1,TA,TA,Y,168,0,0,0,0,0,None,GdPrv,None,0,5,2008,WD,Normal,155.7017543859649
20,RL,65.0,8450,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,1349,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,TA,6,Typ,0,None,Attchd,2000.0,Unf,2,TA,TA,Y,120,55,0,0,0,0,None,GdPrv,None,0,12,2007,WD,Normal,132.69088213491474
80,RL,70.0,12886,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,520,GasA,Ex,Y,SBrkr,0,0,1,2,0,3,1,TA,6,Min2,1,TA,Attchd,1997.0,RFn,2,TA,TA,Y,302,0,0,0,100,0,None,None,None,0,10,2009,WD,Normal,119.53551912568307
120,RL,41.0,5395,Pave,None,IR1,HLS,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,1337,GasA,Gd,Y,SBrkr,0,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1993.0,RFn,2,TA,TA,Y,96,0,70,168,0,0,None,None,None,0,10,2008,WD,Normal,134.62976813762154
60,RL,80.0,8963,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,1142,GasA,Ex,Y,SBrkr,0,0,1,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,1994.0,Fin,2,TA,TA,Y,0,204,0,0,0,0,None,None,None,0,7,2008,WD,Normal,110.42357274401473
60,RL,65.0,8795,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,952,GasA,Ex,Y,SBrkr,0,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,2,TA,TA,Y,224,54,0,0,0,0,None,None,None,0,4,2009,WD,Normal,104.60992907801419
70,RM,65.0,11700,Pave,Pave,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,1240,GasW,TA,N,SBrkr,0,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1950.0,Unf,4,TA,TA,N,181,0,386,0,0,0,None,None,None,0,5,2009,WD,Normal,100.74962121212121
20,RL,59.0,10593,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,1720,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2,TA,TA,Y,240,56,154,0,0,0,None,None,None,0,3,2010,WD,Normal,151.3953488372093
50,RL,50.0,8405,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,Wall,TA,N,FuseF,0,0,0,2,0,4,1,TA,9,Mod,0,None,Detchd,1945.0,Unf,1,TA,TA,N,92,0,185,0,0,0,None,None,None,0,4,2009,WD,Normal,64.09417920209287
50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,0,0,0,1,0,3,1,TA,7,Min2,0,None,None,0.0,None,0,None,None,N,0,160,0,0,0,0,None,None,None,0,6,2010,WD,Normal,84.64912280701755
60,RL,65.0,7750,Pave,None,Reg,Lvl,Inside,Gtl,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2003.0,Fin,2,TA,TA,Y,0,48,0,0,0,0,None,None,None,0,8,2007,WD,Normal,122.72727272727273
20,RL,79.0,9236,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1997.0,RFn,2,TA,TA,Y,168,27,0,0,0,0,None,None,None,0,7,2006,WD,Normal,145.24765729585008
60,RL,80.0,10240,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,GasA,Gd,Y,SBrkr,0,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3,TA,TA,Y,192,52,0,0,0,0,None,None,None,0,3,2006,WD,Normal,131.3155386081983
20,RL,61.0,7930,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,GasA,Gd,Y,SBrkr,0,1,0,1,0,3,1,Gd,5,Typ,0,None,Detchd,1969.0,RFn,2,TA,TA,Y,171,48,0,0,0,0,None,None,None,0,7,2009,WD,Normal,152.046783625731
160,FV,34.0,3230,Pave,Pave,Reg,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,GasA,Gd,Y,SBrkr,0,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,1999.0,Unf,2,TA,TA,Y,0,24,0,0,0,0,None,None,None,0,3,2009,WD,Normal,117.26716519374575
60,RL,68.0,10769,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2007.0,RFn,2,TA,TA,Y,144,105,0,0,0,0,None,None,None,0,4,2009,WD,Normal,119.90950226244344
60,RL,71.0,11616,Pave,None,IR1,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,GasA,TA,Y,SBrkr,0,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,TA,TA,Y,335,0,0,0,0,0,None,GdPrv,None,0,4,2010,WD,Abnorml,114.64646464646465
160,FV,24.0,2280,Pave,Pave,Reg,Lvl,Inside,Gtl,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,GasA,Gd,Y,SBrkr,0,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,1999.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2008,WD,Normal,119.5203197868088
60,RL,65.0,12257,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,GasA,Ex,Y,SBrkr,0,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,TA,TA,Y,222,98,0,0,0,0,None,None,None,0,11,2007,WD,Normal,114.57921770051364
20,RL,70.0,9100,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,GasA,Ex,Y,SBrkr,0,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,2008.0,Unf,1,Ex,Ex,Y,0,0,0,0,0,0,None,None,Shed,450,10,2009,WD,Normal,147.56944444444446
30,RM,60.0,6911,Pave,None,Reg,Lvl,FR2,Gtl,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,TA,Y,SBrkr,0,0,0,1,0,2,1,Fa,5,Min1,0,None,Detchd,1965.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2009,WD,Normal,76.86395080707149
60,FV,72.0,8640,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2009.0,Unf,2,TA,TA,Y,169,45,0,0,0,0,None,None,None,0,6,2010,Con,Normal,139.10795087265674
60,RL,82.0,9430,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,Y,SBrkr,0,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3,TA,TA,Y,0,128,0,0,180,0,None,None,None,0,7,2009,WD,Normal,142.49471458773783
120,RL,30.0,9549,Pave,None,IR1,Lvl,CulDSac,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,Y,SBrkr,0,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2,TA,TA,Y,0,30,0,0,216,0,None,None,None,0,4,2006,WD,Normal,180.72289156626505
20,RL,75.0,14587,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2,TA,TA,Y,0,174,0,0,0,0,None,None,None,0,8,2008,New,Partial,175.38645418326692
60,RL,80.0,10421,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,GasA,TA,Y,SBrkr,0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2,TA,TA,Y,228,66,156,0,0,0,None,MnPrv,Shed,500,3,2010,WD,Normal,114.6441073512252
50,RL,75.0,12508,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,Y,SBrkr,0,1,0,2,0,4,1,TA,7,Mod,0,None,Attchd,1989.0,Unf,1,TA,TA,Y,245,0,156,0,0,0,None,None,Shed,1300,7,2008,WD,Normal,91.42857142857143
20,RL,70.0,9100,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,TA,TA,Y,120,33,0,0,0,0,None,None,None,0,10,2006,WD,Normal,118.1029411764706
60,RL,47.0,53504,Pave,None,IR2,HLS,CulDSac,Mod,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,GasA,Ex,Y,SBrkr,0,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,TA,TA,Y,503,36,0,0,210,0,None,None,None,0,6,2010,WD,Normal,164.0744129307716
85,RL,71.0,7252,Pave,None,IR1,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,GasA,TA,Y,SBrkr,0,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1983.0,Unf,2,TA,TA,Y,120,0,0,0,0,0,None,None,None,0,4,2009,WD,Normal,157.22610722610722
